onset	duration	onset_sample	stim_type	trigger	stim_file
30.4818	0	33530	Scrambled	17	meg/s067.bmp
33.7391	0	37113	Famous	5	meg/f047.bmp
36.8791	0	40567	Famous	6	meg/f047.bmp
40.1373	0	44151	Unfamiliar	13	meg/u147.bmp
43.2945	0	47624	Scrambled	17	meg/s089.bmp
46.4518	0	51097	Scrambled	18	meg/s089.bmp
49.6418	0	54606	Scrambled	17	meg/s061.bmp
52.85	0	58135	Scrambled	18	meg/s061.bmp
56.09	0	61699	Famous	5	meg/f028.bmp
59.2645	0	65191	Famous	6	meg/f028.bmp
62.3218	0	68554	Scrambled	19	meg/s067.bmp
65.4955	0	72045	Unfamiliar	13	meg/u135.bmp
68.7527	0	75628	Unfamiliar	14	meg/u135.bmp
72.0273	0	79230	Unfamiliar	13	meg/u041.bmp
75.2182	0	82740	Unfamiliar	14	meg/u041.bmp
78.3082	0	86139	Unfamiliar	15	meg/u147.bmp
81.6164	0	89778	Unfamiliar	13	meg/u134.bmp
84.79	0	93269	Scrambled	17	meg/s015.bmp
88.0309	0	96834	Unfamiliar	13	meg/u137.bmp
91.2545	0	100380	Unfamiliar	13	meg/u043.bmp
94.3455	0	103780	Scrambled	17	meg/s053.bmp
97.5027	0	107253	Unfamiliar	13	meg/u035.bmp
100.71	0	110781	Unfamiliar	14	meg/u035.bmp
103.734	0	114107	Unfamiliar	15	meg/u134.bmp
106.757	0	117433	Famous	5	meg/f018.bmp
110.082	0	121090	Famous	6	meg/f018.bmp
113.222	0	124544	Scrambled	19	meg/s015.bmp
116.363	0	127999	Scrambled	17	meg/s062.bmp
119.536	0	131490	Scrambled	18	meg/s062.bmp
122.861	0	135147	Unfamiliar	15	meg/u137.bmp
126.118	0	138730	Unfamiliar	13	meg/u066.bmp
129.192	0	142111	Unfamiliar	15	meg/u043.bmp
132.316	0	145548	Famous	5	meg/f034.bmp
135.49	0	149039	Famous	6	meg/f034.bmp
138.765	0	152641	Scrambled	19	meg/s053.bmp
141.872	0	156059	Famous	5	meg/f083.bmp
145.062	0	159568	Scrambled	17	meg/s111.bmp
148.303	0	163133	Scrambled	18	meg/s111.bmp
151.46	0	166606	Unfamiliar	13	meg/u020.bmp
154.467	0	169914	Unfamiliar	13	meg/u095.bmp
157.491	0	173240	Unfamiliar	15	meg/u066.bmp
160.715	0	176786	Unfamiliar	13	meg/u120.bmp
164.056	0	180462	Famous	5	meg/f073.bmp
167.096	0	183806	Famous	7	meg/f083.bmp
170.17	0	187187	Unfamiliar	13	meg/u091.bmp
173.261	0	190587	Unfamiliar	14	meg/u091.bmp
176.285	0	193913	Famous	5	meg/f126.bmp
179.542	0	197496	Unfamiliar	15	meg/u020.bmp
182.715	0	200987	Scrambled	17	meg/s123.bmp
185.906	0	204497	Unfamiliar	15	meg/u095.bmp
189.164	0	208080	Unfamiliar	13	meg/u084.bmp
192.187	0	211406	Unfamiliar	14	meg/u084.bmp
195.345	0	214879	Unfamiliar	15	meg/u120.bmp
198.535	0	218389	Scrambled	17	meg/s014.bmp
201.776	0	221954	Scrambled	18	meg/s014.bmp
204.967	0	225464	Famous	7	meg/f073.bmp
208.175	0	228992	Famous	5	meg/f111.bmp
211.315	0	232446	Famous	6	meg/f111.bmp
214.555	0	236011	Scrambled	17	meg/s118.bmp
217.546	0	239301	Famous	7	meg/f126.bmp
220.636	0	242700	Unfamiliar	13	meg/u014.bmp
223.81	0	246191	Scrambled	19	meg/s123.bmp
227.168	0	249885	Famous	5	meg/f040.bmp
230.342	0	253376	Famous	6	meg/f040.bmp
233.516	0	256868	Famous	5	meg/f136.bmp
236.74	0	260414	Famous	5	meg/f070.bmp
239.981	0	263979	Scrambled	17	meg/s035.bmp
243.172	0	267489	Scrambled	18	meg/s035.bmp
246.245	0	270870	Scrambled	19	meg/s118.bmp
249.486	0	274435	Scrambled	17	meg/s005.bmp
252.76	0	278036	Unfamiliar	15	meg/u014.bmp
255.935	0	281529	Unfamiliar	13	meg/u113.bmp
259.108	0	285019	Unfamiliar	14	meg/u113.bmp
262.333	0	288566	Scrambled	17	meg/s134.bmp
265.524	0	292076	Famous	7	meg/f136.bmp
