filename	acq_time
eeg/sub-38_ses-stand_task-dualWalking_run-1_eeg.vhdr	1800-12-31T05:05:05.000
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace1_run-1_motion.tsv	1800-12-31T05:05:05.011
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace2_run-1_motion.tsv	1800-12-31T05:05:05.024
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace3_run-1_motion.tsv	1800-12-31T05:05:05.013
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace4_run-1_motion.tsv	1800-12-31T05:05:05.013
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace5_run-1_motion.tsv	1800-12-31T05:05:05.020
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace6_run-1_motion.tsv	1800-12-31T05:05:05.022
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace7_run-1_motion.tsv	1800-12-31T05:05:05.024
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace8_run-1_motion.tsv	1800-12-31T05:05:05.022
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace9_run-1_motion.tsv	1800-12-31T05:05:05.011
eeg/sub-38_ses-stand_task-dualWalking_run-2_eeg.vhdr	1800-12-31T05:05:05.000
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace1_run-2_motion.tsv	1800-12-31T05:05:05.029
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace2_run-2_motion.tsv	1800-12-31T05:05:05.022
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace3_run-2_motion.tsv	1800-12-31T05:05:05.029
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace4_run-2_motion.tsv	1800-12-31T05:05:05.035
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace5_run-2_motion.tsv	1800-12-31T05:05:05.027
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace6_run-2_motion.tsv	1800-12-31T05:05:05.035
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace7_run-2_motion.tsv	1800-12-31T05:05:05.039
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace8_run-2_motion.tsv	1800-12-31T05:05:05.035
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace9_run-2_motion.tsv	1800-12-31T05:05:05.039
eeg/sub-38_ses-stand_task-dualWalking_run-3_eeg.vhdr	1800-12-31T05:05:05.000
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace1_run-3_motion.tsv	1800-12-31T05:05:04.995
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace2_run-3_motion.tsv	1800-12-31T05:05:05.006
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace3_run-3_motion.tsv	1800-12-31T05:05:05.006
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace4_run-3_motion.tsv	1800-12-31T05:05:05.006
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace5_run-3_motion.tsv	1800-12-31T05:05:05.010
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace6_run-3_motion.tsv	1800-12-31T05:05:05.008
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace7_run-3_motion.tsv	1800-12-31T05:05:05.008
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace8_run-3_motion.tsv	1800-12-31T05:05:05.004
motion/sub-38_ses-stand_task-dualWalking_tracksys-PhaseSpace9_run-3_motion.tsv	1800-12-31T05:05:05.008
