onset	duration	sample	event_type	face_type	rep_status	trial	rep_lag	value	stim_file
0.004	n/a	1	setup_right_sym	n/a	n/a	n/a	n/a	3	n/a
25.0143636364	n/a	6253	show_face_initial	famous_face	first_show	1	n/a	5	f108.bmp
25.8598181818	n/a	6464	right_press	n/a	n/a	1	n/a	4096	n/a
25.9516363636	n/a	6487	show_circle	n/a	n/a	1	n/a	0	circle.bmp
27.6516363636	n/a	6912	show_cross	n/a	n/a	2	n/a	1	cross.bmp
28.2552727273	n/a	7063	show_face	scrambled_face	first_show	2	n/a	17	s141.bmp
28.9170909091	n/a	7229	left_press	n/a	n/a	2	n/a	256	n/a
29.2725454545	n/a	7318	show_circle	n/a	n/a	2	n/a	0	circle.bmp
30.9725454545	n/a	7743	show_cross	n/a	n/a	3	n/a	1	cross.bmp
31.4452727273	n/a	7861	show_face	scrambled_face	immediate_repeat	3	1	18	s141.bmp
32.1234545455	n/a	8030	left_press	n/a	n/a	3	n/a	256	n/a
32.3816363636	n/a	8095	show_circle	n/a	n/a	3	n/a	0	circle.bmp
34.081636363600005	n/a	8520	show_cross	n/a	n/a	4	n/a	1	cross.bmp
34.569818181799995	n/a	8642	show_face	unfamiliar_face	first_show	4	n/a	13	u132.bmp
35.3943636364	n/a	8848	right_press	n/a	n/a	4	n/a	4096	n/a
35.4189090909	n/a	8854	show_circle	n/a	n/a	4	n/a	0	circle.bmp
37.1189090909	n/a	9279	show_cross	n/a	n/a	5	n/a	1	cross.bmp
37.7434545455	n/a	9435	show_face	unfamiliar_face	immediate_repeat	5	1	14	u132.bmp
38.1970909091	n/a	9549	right_press	n/a	n/a	5	n/a	4096	n/a
38.5725454545	n/a	9643	show_circle	n/a	n/a	5	n/a	0	circle.bmp
40.2725454545	n/a	10068	show_cross	n/a	n/a	6	n/a	1	cross.bmp
40.7834545455	n/a	10195	show_face	scrambled_face	first_show	6	n/a	17	s033.bmp
41.6189090909	n/a	10404	right_press	n/a	n/a	6	n/a	4096	n/a
41.758909090900005	n/a	10439	show_circle	n/a	n/a	6	n/a	0	circle.bmp
43.4589090909	n/a	10864	show_cross	n/a	n/a	7	n/a	1	cross.bmp
44.0743636364	n/a	11018	show_face	scrambled_face	immediate_repeat	7	1	18	s033.bmp
44.5670909091	n/a	11141	right_press	n/a	n/a	7	n/a	4096	n/a
45.0161818182	n/a	11254	show_circle	n/a	n/a	7	n/a	0	circle.bmp
46.7161818182	n/a	11679	show_cross	n/a	n/a	8	n/a	1	cross.bmp
47.2489090909	n/a	11812	show_face	scrambled_face	first_show	8	n/a	17	s062.bmp
47.8234545455	n/a	11955	left_press	n/a	n/a	8	n/a	256	n/a
48.2470909091	n/a	12061	show_circle	n/a	n/a	8	n/a	0	circle.bmp
49.9470909091	n/a	12486	show_cross	n/a	n/a	9	n/a	1	cross.bmp
50.438909090900005	n/a	12609	show_face	famous_face	first_show	9	n/a	5	f102.bmp
51.1325454545	n/a	12783	right_press	n/a	n/a	9	n/a	4096	n/a
51.2798181818	n/a	12819	show_circle	n/a	n/a	9	n/a	0	circle.bmp
52.979818181800006	n/a	13244	show_cross	n/a	n/a	10	n/a	1	cross.bmp
53.5298181818	n/a	13382	show_face	famous_face	immediate_repeat	10	1	6	f102.bmp
54.0234545455	n/a	13505	right_press	n/a	n/a	10	n/a	4096	n/a
54.3998181818	n/a	13599	show_circle	n/a	n/a	10	n/a	0	circle.bmp
56.0998181818	n/a	14024	show_cross	n/a	n/a	11	n/a	1	cross.bmp
56.6034545455	n/a	14150	show_face	famous_face	delayed_repeat	11	10	7	f108.bmp
57.2434545455	n/a	14310	right_press	n/a	n/a	11	n/a	4096	n/a
57.444363636400006	n/a	14361	show_circle	n/a	n/a	11	n/a	0	circle.bmp
59.1443636364	n/a	14786	show_cross	n/a	n/a	12	n/a	1	cross.bmp
59.7789090909	n/a	14944	show_face	unfamiliar_face	first_show	12	n/a	13	u106.bmp
60.4034545455	n/a	15100	right_press	n/a	n/a	12	n/a	4096	n/a
60.7607272727	n/a	15190	show_circle	n/a	n/a	12	n/a	0	circle.bmp
62.460727272700005	n/a	15615	show_cross	n/a	n/a	13	n/a	1	cross.bmp
63.1189090909	n/a	15779	show_face	scrambled_face	first_show	13	n/a	17	s017.bmp
63.9698181818	n/a	15992	left_press	n/a	n/a	13	n/a	256	n/a
64.0725454545	n/a	16018	show_circle	n/a	n/a	13	n/a	0	circle.bmp
65.7725454545	n/a	16443	show_cross	n/a	n/a	14	n/a	1	cross.bmp
66.3589090909	n/a	16589	show_face	unfamiliar_face	first_show	14	n/a	13	u024.bmp
67.218	n/a	16804	left_press	n/a	n/a	14	n/a	256	n/a
67.22618181819999	n/a	16806	show_circle	n/a	n/a	14	n/a	0	circle.bmp
68.92618181819999	n/a	17231	show_cross	n/a	n/a	15	n/a	1	cross.bmp
69.5670909091	n/a	17391	show_face	famous_face	first_show	15	n/a	5	f051.bmp
70.1725454545	n/a	17543	right_press	n/a	n/a	15	n/a	4096	n/a
70.5616363636	n/a	17640	show_circle	n/a	n/a	15	n/a	0	circle.bmp
72.26163636359999	n/a	18065	show_cross	n/a	n/a	16	n/a	1	cross.bmp
72.908	n/a	18227	show_face	scrambled_face	delayed_repeat	16	8	19	s062.bmp
73.7225454545	n/a	18430	left_press	n/a	n/a	16	n/a	256	n/a
73.82163636359999	n/a	18455	show_circle	n/a	n/a	16	n/a	0	circle.bmp
75.5216363636	n/a	18880	show_cross	n/a	n/a	17	n/a	1	cross.bmp
76.0652727273	n/a	19016	show_face	scrambled_face	first_show	17	n/a	17	s025.bmp
76.8516363636	n/a	19212	left_press	n/a	n/a	17	n/a	256	n/a
77.038	n/a	19259	show_circle	n/a	n/a	17	n/a	0	circle.bmp
