onset	duration	trial_type	TrialType	SSD
0.0	1.5	junk	1	0.273
3.0	1.5	go	0	0.0
6.0	1.5	go	0	0.0
8.5	1.5	go	0	0.0
11.0	1.5	failed stop	1	0.273
14.0	1.5	go	0	0.0
16.125	1.5	go	0	0.0
18.625	1.5	go	0	0.0
20.625	1.5	go	0	0.0
22.75	1.5	go	0	0.0
25.0	1.5	go	0	0.0
27.75	1.5	failed stop	1	0.393
30.625	1.5	go	0	0.0
32.75	1.5	failed stop	1	0.393
35.0	1.5	go	0	0.0
38.0	1.5	go	0	0.0
41.5	1.5	successful stop	1	0.313
43.625	1.5	go	0	0.0
45.625	1.5	go	0	0.0
48.625	1.5	go	0	0.0
51.625	1.5	go	0	0.0
53.75	1.5	successful stop	1	0.273
55.75	1.5	go	0	0.0
58.5	1.5	go	0	0.0
61.625	1.5	go	0	0.0
64.5	1.5	successful stop	1	0.313
69.125	1.5	go	0	0.0
71.5	1.5	go	0	0.0
73.75	1.5	go	0	0.0
76.125	1.5	go	0	0.0
78.875	1.5	go	0	0.0
81.0	1.5	successful stop	1	0.273
83.375	1.5	go	0	0.0
86.375	1.5	go	0	0.0
90.5	1.5	failed stop	1	0.273
93.625	1.5	go	0	0.0
95.875	1.5	go	0	0.0
98.0	1.5	go	0	0.0
100.375	1.5	go	0	0.0
103.625	1.5	failed stop	1	0.393
106.625	1.5	go	0	0.0
108.875	1.5	successful stop	1	0.313
111.75	1.5	go	0	0.0
114.0	1.5	go	0	0.0
116.125	1.5	go	0	0.0
121.125	1.5	go	0	0.0
123.125	1.5	go	0	0.0
125.125	1.5	successful stop	1	0.273
127.125	1.5	go	0	0.0
129.125	1.5	go	0	0.0
132.125	1.5	go	0	0.0
135.5	1.5	failed stop	1	0.353
138.25	1.5	successful stop	1	0.313
141.75	1.5	go	0	0.0
143.875	1.5	go	0	0.0
146.5	1.5	go	0	0.0
150.625	1.5	go	0	0.0
152.75	1.5	go	0	0.0
155.875	1.5	go	0	0.0
159.125	1.5	failed stop	1	0.273
163.0	1.5	failed stop	1	0.353
165.5	1.5	go	0	0.0
168.0	1.5	go	0	0.0
170.75	1.5	go	0	0.0
174.25	1.5	go	0	0.0
179.25	1.5	go	0	0.0
181.375	1.5	go	0	0.0
183.625	1.5	failed stop	1	0.313
185.75	1.5	go	0	0.0
187.75	1.5	go	0	0.0
190.625	1.5	go	0	0.0
192.625	1.5	failed stop	1	0.353
195.5	1.5	go	0	0.0
198.875	1.5	go	0	0.0
201.125	1.5	failed stop	1	0.313
204.125	1.5	go	0	0.0
206.25	1.5	go	0	0.0
208.5	1.5	go	0	0.0
210.75	1.5	go	0	0.0
213.25	1.5	failed stop	1	0.393
216.5	1.5	go	0	0.0
221.5	1.5	go	0	0.0
225.25	1.5	failed stop	1	0.353
228.0	1.5	go	0	0.0
231.25	1.5	go	0	0.0
234.875	1.5	go	0	0.0
239.875	1.5	failed stop	1	0.353
245.125	1.5	go	0	0.0
247.875	1.5	go	0	0.0
250.25	1.5	go	0	0.0
252.875	1.5	go	0	0.0
256.25	1.5	failed stop	1	0.393
258.25	1.5	failed stop	1	0.393
262.0	1.5	go	0	0.0
265.5	1.5	go	0	0.0
268.75	1.5	go	0	0.0
270.875	1.5	go	0	0.0
272.875	1.5	go	0	0.0
275.625	1.5	go	0	0.0
278.75	1.5	failed stop	1	0.393
281.625	1.5	failed stop	1	0.353
286.625	1.5	go	0	0.0
288.875	1.5	go	0	0.0
291.125	1.5	go	0	0.0
293.125	1.5	go	0	0.0
296.625	1.5	go	0	0.0
299.0	1.5	successful stop	1	0.313
302.625	1.5	go	0	0.0
305.0	1.5	go	0	0.0
309.625	1.5	go	0	0.0
311.875	1.5	successful stop	1	0.313
314.5	1.5	go	0	0.0
317.375	1.5	go	0	0.0
319.375	1.5	go	0	0.0
321.75	1.5	go	0	0.0
323.75	1.5	successful stop	1	0.353
326.5	1.5	go	0	0.0
328.5	1.5	go	0	0.0
332.125	1.5	successful stop	1	0.353
334.375	1.5	go	0	0.0
336.5	1.5	go	0	0.0
340.0	1.5	successful stop	1	0.273
342.0	1.5	go	0	0.0
344.375	1.5	go	0	0.0
347.0	1.5	go	0	0.0
349.625	1.5	go	0	0.0
354.375	1.5	failed stop	1	0.393
358.875	1.5	go	0	0.0
