onset	duration	onset_sample	stim_type	trigger	stim_file
24.2155	0	26637	Scrambled	17	meg/s031.bmp
27.5227	0	30275	Unfamiliar	13	meg/u092.bmp
30.6464	0	33711	Scrambled	17	meg/s017.bmp
33.9873	0	37386	Scrambled	18	meg/s017.bmp
37.2955	0	41025	Scrambled	17	meg/s122.bmp
40.4864	0	44535	Scrambled	18	meg/s122.bmp
43.5609	0	47917	Famous	5	meg/f095.bmp
46.6845	0	51353	Famous	6	meg/f095.bmp
49.8409	0	54825	Scrambled	17	meg/s116.bmp
52.9482	0	58243	Scrambled	18	meg/s116.bmp
56.1055	0	61716	Scrambled	19	meg/s031.bmp
59.3627	0	65299	Unfamiliar	13	meg/u129.bmp
62.6873	0	68956	Unfamiliar	15	meg/u092.bmp
65.8609	0	72447	Famous	5	meg/f134.bmp
69.12	0	76032	Famous	5	meg/f032.bmp
72.2755	0	79503	Famous	6	meg/f032.bmp
75.5836	0	83142	Famous	5	meg/f058.bmp
78.8409	0	86725	Scrambled	17	meg/s091.bmp
82.1991	0	90419	Scrambled	17	meg/s034.bmp
85.3564	0	93892	Unfamiliar	15	meg/u129.bmp
88.6973	0	97567	Famous	5	meg/f018.bmp
91.9045	0	101095	Famous	7	meg/f134.bmp
95.2118	0	104733	Scrambled	17	meg/s024.bmp
98.4364	0	108280	Scrambled	18	meg/s024.bmp
101.511	0	111662	Famous	5	meg/f107.bmp
104.801	0	115281	Famous	6	meg/f107.bmp
108.042	0	118846	Famous	7	meg/f058.bmp
111.082	0	122190	Scrambled	17	meg/s027.bmp
114.356	0	125792	Scrambled	18	meg/s027.bmp
117.464	0	129210	Scrambled	19	meg/s091.bmp
120.787	0	132866	Scrambled	17	meg/s078.bmp
123.928	0	136321	Scrambled	19	meg/s034.bmp
127.085	0	139794	Unfamiliar	13	meg/u008.bmp
130.41	0	143451	Famous	7	meg/f018.bmp
133.5	0	146850	Famous	5	meg/f019.bmp
136.607	0	150268	Famous	6	meg/f019.bmp
139.798	0	153778	Famous	5	meg/f006.bmp
143.123	0	157435	Famous	5	meg/f075.bmp
146.43	0	161073	Famous	6	meg/f075.bmp
149.788	0	164767	Unfamiliar	13	meg/u105.bmp
152.995	0	168295	Unfamiliar	14	meg/u105.bmp
156.085	0	171694	Scrambled	19	meg/s078.bmp
159.143	0	175057	Scrambled	17	meg/s138.bmp
162.3	0	178530	Unfamiliar	15	meg/u008.bmp
165.391	0	181930	Unfamiliar	13	meg/u116.bmp
168.581	0	185439	Unfamiliar	14	meg/u116.bmp
171.605	0	188765	Unfamiliar	13	meg/u136.bmp
174.845	0	192330	Famous	7	meg/f006.bmp
177.953	0	195748	Famous	5	meg/f115.bmp
181.06	0	199166	Scrambled	17	meg/s037.bmp
184.15	0	202565	Scrambled	17	meg/s147.bmp
187.325	0	206058	Scrambled	18	meg/s147.bmp
190.582	0	209640	Scrambled	19	meg/s138.bmp
193.755	0	213131	Famous	5	meg/f003.bmp
196.946	0	216641	Famous	6	meg/f003.bmp
200.187	0	220206	Unfamiliar	13	meg/u068.bmp
203.495	0	223845	Unfamiliar	14	meg/u068.bmp
206.585	0	227244	Unfamiliar	15	meg/u136.bmp
209.826	0	230809	Scrambled	17	meg/s115.bmp
212.984	0	234282	Famous	7	meg/f115.bmp
216.241	0	237865	Scrambled	17	meg/s010.bmp
219.448	0	241393	Scrambled	18	meg/s010.bmp
222.555	0	244811	Scrambled	19	meg/s037.bmp
225.663	0	248229	Unfamiliar	13	meg/u094.bmp
228.87	0	251757	Scrambled	17	meg/s007.bmp
232.061	0	255267	Unfamiliar	13	meg/u053.bmp
235.235	0	258758	Famous	5	meg/f016.bmp
238.308	0	262139	Famous	6	meg/f016.bmp
241.332	0	265465	Scrambled	19	meg/s115.bmp
244.606	0	269067	Scrambled	17	meg/s128.bmp
247.78	0	272558	Famous	5	meg/f142.bmp
250.855	0	275940	Famous	6	meg/f142.bmp
253.928	0	279321	Unfamiliar	15	meg/u094.bmp
257.018	0	282720	Scrambled	17	meg/s022.bmp
260.159	0	286175	Scrambled	19	meg/s007.bmp
263.333	0	289666	Unfamiliar	13	meg/u006.bmp
266.456	0	293102	Unfamiliar	15	meg/u053.bmp
269.715	0	296687	Scrambled	17	meg/s011.bmp
272.922	0	300214	Scrambled	18	meg/s011.bmp
276.213	0	303834	Famous	5	meg/f036.bmp
279.336	0	307270	Scrambled	19	meg/s128.bmp
282.627	0	310890	Unfamiliar	13	meg/u012.bmp
285.785	0	314363	Unfamiliar	13	meg/u011.bmp
288.892	0	317781	Unfamiliar	14	meg/u011.bmp
292.033	0	321236	Scrambled	19	meg/s022.bmp
295.24	0	324764	Famous	5	meg/f087.bmp
298.431	0	328274	Famous	6	meg/f087.bmp
301.571	0	331728	Unfamiliar	15	meg/u006.bmp
304.812	0	335293	Unfamiliar	13	meg/u120.bmp
308.003	0	338803	Scrambled	17	meg/s140.bmp
311.211	0	342332	Famous	7	meg/f036.bmp
314.467	0	345914	Famous	5	meg/f060.bmp
317.608	0	349369	Famous	6	meg/f060.bmp
320.765	0	352842	Unfamiliar	15	meg/u012.bmp
324.056	0	356462	Scrambled	17	meg/s040.bmp
327.146	0	359861	Scrambled	18	meg/s040.bmp
330.304	0	363334	Unfamiliar	13	meg/u052.bmp
333.345	0	366679	Unfamiliar	14	meg/u052.bmp
336.435	0	370079	Unfamiliar	13	meg/u138.bmp
339.525	0	373478	Unfamiliar	15	meg/u120.bmp
342.749	0	377024	Famous	5	meg/f117.bmp
345.99	0	380589	Famous	6	meg/f117.bmp
349.131	0	384044	Scrambled	19	meg/s140.bmp
352.255	0	387481	Unfamiliar	13	meg/u055.bmp
355.563	0	391119	Unfamiliar	14	meg/u055.bmp
358.754	0	394629	Scrambled	17	meg/s066.bmp
362.044	0	398248	Scrambled	18	meg/s066.bmp
365.135	0	401648	Unfamiliar	13	meg/u134.bmp
368.425	0	405268	Unfamiliar	13	meg/u009.bmp
371.549	0	408704	Unfamiliar	14	meg/u009.bmp
374.606	0	412067	Unfamiliar	15	meg/u138.bmp
377.746	0	415521	Famous	5	meg/f092.bmp
380.954	0	419049	Famous	5	meg/f067.bmp
384.111	0	422522	Famous	6	meg/f067.bmp
