onset	duration	onset_sample	stim_type	trigger	stim_file
26.649	0	27199	Famous	5	meg/f071.bmp
30.177	0	30727	Scrambled	17	meg/s053.bmp
33.686	0	34236	Scrambled	18	meg/s053.bmp
37.104	0	37654	Unfamiliar	13	meg/u140.bmp
40.449	0	40999	Unfamiliar	13	meg/u026.bmp
44.032	0	44582	Famous	5	meg/f130.bmp
47.579	0	48129	Famous	6	meg/f130.bmp
51.089	0	51639	Scrambled	17	meg/s127.bmp
54.47	0	55020	Scrambled	18	meg/s127.bmp
57.998	0	58548	Famous	7	meg/f071.bmp
61.544	0	62094	Famous	5	meg/f112.bmp
65.017	0	65567	Famous	5	meg/f118.bmp
68.564	0	69114	Famous	6	meg/f118.bmp
72.055	0	72605	Unfamiliar	15	meg/u140.bmp
75.546	0	76096	Scrambled	17	meg/s092.bmp
79.019	0	79569	Unfamiliar	15	meg/u026.bmp
82.4	0	82950	Scrambled	17	meg/s099.bmp
85.855	0	86405	Scrambled	18	meg/s099.bmp
89.42	0	89970	Scrambled	17	meg/s024.bmp
92.857	0	93407	Scrambled	18	meg/s024.bmp
96.366	0	96916	Unfamiliar	13	meg/u092.bmp
99.913	0	100463	Unfamiliar	14	meg/u092.bmp
103.386	0	103936	Famous	7	meg/f112.bmp
106.987	0	107537	Scrambled	17	meg/s068.bmp
110.552	0	111102	Scrambled	17	meg/s112.bmp
114.007	0	114557	Scrambled	19	meg/s092.bmp
117.572	0	118122	Famous	5	meg/f148.bmp
121.008	0	121558	Scrambled	17	meg/s025.bmp
124.536	0	125086	Scrambled	18	meg/s025.bmp
128.009	0	128559	Unfamiliar	13	meg/u049.bmp
131.684	0	132234	Unfamiliar	14	meg/u049.bmp
135.065	0	135615	Famous	5	meg/f060.bmp
138.593	0	139143	Scrambled	19	meg/s068.bmp
141.974	0	142524	Famous	5	meg/f078.bmp
145.539	0	146089	Famous	6	meg/f078.bmp
149.141	0	149691	Scrambled	19	meg/s112.bmp
152.761	0	153311	Unfamiliar	13	meg/u090.bmp
156.197	0	156747	Famous	7	meg/f148.bmp
159.707	0	160257	Scrambled	17	meg/s028.bmp
163.235	0	163785	Famous	5	meg/f093.bmp
166.8	0	167350	Famous	6	meg/f093.bmp
170.328	0	170878	Famous	5	meg/f021.bmp
173.728	0	174278	Famous	7	meg/f060.bmp
177.366	0	177916	Scrambled	17	meg/s111.bmp
180.784	0	181334	Scrambled	18	meg/s111.bmp
184.294	0	184844	Unfamiliar	13	meg/u095.bmp
187.638	0	188188	Unfamiliar	15	meg/u090.bmp
190.982	0	191532	Unfamiliar	13	meg/u116.bmp
194.602	0	195152	Scrambled	19	meg/s028.bmp
197.928	0	198478	Unfamiliar	13	meg/u085.bmp
201.291	0	201841	Unfamiliar	14	meg/u085.bmp
204.764	0	205314	Scrambled	17	meg/s069.bmp
208.256	0	208806	Famous	7	meg/f021.bmp
211.894	0	212444	Unfamiliar	13	meg/u021.bmp
215.33	0	215880	Famous	5	meg/f133.bmp
218.785	0	219335	Famous	6	meg/f133.bmp
222.184	0	222734	Unfamiliar	15	meg/u095.bmp
225.841	0	226391	Scrambled	17	meg/s061.bmp
229.443	0	229993	Unfamiliar	15	meg/u116.bmp
232.879	0	233429	Famous	5	meg/f007.bmp
236.242	0	236792	Unfamiliar	13	meg/u006.bmp
239.77	0	240320	Unfamiliar	14	meg/u006.bmp
243.316	0	243866	Scrambled	19	meg/s069.bmp
246.881	0	247431	Scrambled	17	meg/s037.bmp
250.556	0	251106	Scrambled	18	meg/s037.bmp
253.974	0	254524	Unfamiliar	15	meg/u021.bmp
257.466	0	258016	Scrambled	17	meg/s109.bmp
261.122	0	261672	Scrambled	18	meg/s109.bmp
264.632	0	265182	Famous	5	meg/f072.bmp
268.087	0	268637	Scrambled	19	meg/s061.bmp
271.597	0	272147	Scrambled	17	meg/s052.bmp
275.089	0	275639	Famous	7	meg/f007.bmp
278.543	0	279093	Scrambled	17	meg/s011.bmp
282.108	0	282658	Unfamiliar	13	meg/u034.bmp
285.691	0	286241	Unfamiliar	14	meg/u034.bmp
289.017	0	289567	Scrambled	17	meg/s047.bmp
292.527	0	293077	Famous	5	meg/f119.bmp
296.147	0	296697	Famous	7	meg/f072.bmp
299.62	0	300170	Famous	5	meg/f129.bmp
303.221	0	303771	Famous	6	meg/f129.bmp
306.621	0	307171	Scrambled	19	meg/s052.bmp
310.186	0	310736	Unfamiliar	13	meg/u040.bmp
313.677	0	314227	Scrambled	19	meg/s011.bmp
317.058	0	317608	Famous	5	meg/f147.bmp
320.531	0	321081	Famous	6	meg/f147.bmp
324.096	0	324646	Famous	5	meg/f089.bmp
327.532	0	328082	Famous	6	meg/f089.bmp
330.987	0	331537	Scrambled	19	meg/s047.bmp
334.625	0	335175	Famous	5	meg/f018.bmp
337.988	0	338538	Famous	7	meg/f119.bmp
341.48	0	342030	Scrambled	17	meg/s079.bmp
345.118	0	345668	Famous	5	meg/f068.bmp
348.719	0	349269	Famous	6	meg/f068.bmp
352.119	0	352669	Unfamiliar	15	meg/u040.bmp
355.5	0	356050	Unfamiliar	13	meg/u013.bmp
359.102	0	359652	Unfamiliar	14	meg/u013.bmp
