onset	duration	label	channels
n/a	n/a	chan_manual	["EEG001","EEG007","EEG008","EEG009","EEG010","EEG011","EEG012","EEG014","EEG015","EEG025","EEG026","EEG030","EEG031","EEG033","EEG034","EEG044","EEG061","EEG065","EEG074","EEG082","EEG083","EEG095","EEG109","EEG118","EEG119","EEG120","EEG121","EEG125","EEG126","EEG127","EEG128"]
n/a	n/a	chan_ch_sd	["EEG001","EEG061","EEG065","EEG074","EEG082","EEG083","EEG095"]
n/a	n/a	chan_low_r	["EEG044","EEG109"]
n/a	n/a	chan_bridge	["EEG007","EEG008","EEG009","EEG010","EEG011","EEG012","EEG014","EEG015","EEG025","EEG026","EEG030","EEG031","EEG033","EEG034","EEG118","EEG119","EEG120","EEG121","EEG125","EEG126","EEG127","EEG128"]
n/a	n/a	chan_rank	["EEG006"]
n/a	n/a	comp_manual	["ICA001","ICA002","ICA005","ICA009","ICA011","ICA014","ICA015","ICA021","ICA022","ICA025","ICA028","ICA032","ICA037","ICA038","ICA040","ICA041","ICA043","ICA044","ICA045","ICA046","ICA048","ICA049","ICA054","ICA055","ICA056","ICA057","ICA060","ICA061","ICA062","ICA063","ICA065","ICA068","ICA070","ICA071","ICA072","ICA078","ICA079","ICA081","ICA082","ICA083","ICA089","ICA093","ICA094","ICA095"]
n/a	n/a	comp_ic_rt	["ICA019","ICA024","ICA026","ICA029","ICA031","ICA033","ICA038","ICA039","ICA047","ICA053","ICA059","ICA062","ICA064","ICA066","ICA067","ICA069","ICA073","ICA075","ICA076","ICA080","ICA085","ICA086","ICA087","ICA088","ICA090","ICA092","ICA094","ICA096"]
n/a	n/a	comp_brain	["ICA003","ICA004","ICA005","ICA006","ICA007","ICA008","ICA010","ICA012","ICA013","ICA017","ICA023","ICA024","ICA026","ICA027","ICA029","ICA031","ICA032","ICA033","ICA034","ICA038","ICA039","ICA042","ICA050","ICA059"]
n/a	n/a	comp_eye	["ICA001","ICA009","ICA015"]
n/a	n/a	comp_heart	["ICA011"]
n/a	n/a	comp_chan_noise	["ICA002","ICA022","ICA028","ICA040","ICA041","ICA048","ICA055","ICA056","ICA060","ICA062","ICA070","ICA071","ICA082","ICA089","ICA094"]
n/a	n/a	comp_other	["ICA014","ICA016","ICA018","ICA019","ICA020","ICA021","ICA025","ICA030","ICA035","ICA036","ICA037","ICA043","ICA044","ICA045","ICA046","ICA047","ICA049","ICA051","ICA052","ICA053","ICA054","ICA057","ICA058","ICA061","ICA063","ICA064","ICA065","ICA066","ICA067","ICA068","ICA069","ICA072","ICA073","ICA074","ICA075","ICA076","ICA077","ICA078","ICA079","ICA080","ICA081","ICA083","ICA084","ICA085","ICA086","ICA087","ICA088","ICA090","ICA091","ICA092","ICA093","ICA095","ICA096"]
0.0039062	28.4258	out_task	n/a
27.4258	8.0039	in_leadup_fhbc_onset	n/a
28.4297	272.168	in_task_fhbc_onset	n/a
300.5977	59.6211	out_task	n/a
359.2109	8.0078	in_leadup_fhbc_onset	n/a
360.2188	271.0195	in_task_fhbc_onset	n/a
631.2383	30.1836	out_task	n/a
660.4141	8.0078	in_leadup_fhbc_onset	n/a
661.4219	271.7539	in_task_fhbc_onset	n/a
933.1758	32.2227	out_task	n/a
964.3906	8.0078	in_leadup_fhbc_onset	n/a
965.3984	272.6836	in_task_fhbc_onset	n/a
1238.082	7.9219	out_task	n/a
