filename	acq_time
eeg/sub-62_ses-walk_task-dualWalking_run-1_eeg.vhdr	1800-12-31T05:05:05.000
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace1_run-1_motion.tsv	1800-12-31T05:05:05.018
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace2_run-1_motion.tsv	1800-12-31T05:05:05.020
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace3_run-1_motion.tsv	1800-12-31T05:05:05.020
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace4_run-1_motion.tsv	1800-12-31T05:05:05.020
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace5_run-1_motion.tsv	1800-12-31T05:05:05.020
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace6_run-1_motion.tsv	1800-12-31T05:05:05.029
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace7_run-1_motion.tsv	1800-12-31T05:05:05.031
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace8_run-1_motion.tsv	1800-12-31T05:05:05.022
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace9_run-1_motion.tsv	1800-12-31T05:05:05.031
eeg/sub-62_ses-walk_task-dualWalking_run-2_eeg.vhdr	1800-12-31T05:05:05.000
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace1_run-2_motion.tsv	1800-12-31T05:05:05.032
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace2_run-2_motion.tsv	1800-12-31T05:05:05.032
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace3_run-2_motion.tsv	1800-12-31T05:05:05.048
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace4_run-2_motion.tsv	1800-12-31T05:05:05.048
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace5_run-2_motion.tsv	1800-12-31T05:05:05.038
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace6_run-2_motion.tsv	1800-12-31T05:05:05.038
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace7_run-2_motion.tsv	1800-12-31T05:05:05.048
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace8_run-2_motion.tsv	1800-12-31T05:05:05.038
motion/sub-62_ses-walk_task-dualWalking_tracksys-PhaseSpace9_run-2_motion.tsv	1800-12-31T05:05:05.048
