onset	duration	label	channels
n/a	n/a	chan_manual	["EEG008","EEG009","EEG011","EEG013","EEG023","EEG024","EEG026","EEG028","EEG029","EEG030","EEG048","EEG049","EEG050","EEG051","EEG106","EEG107","EEG126","EEG127"]
n/a	n/a	chan_bridge	["EEG008","EEG009","EEG011","EEG013","EEG023","EEG024","EEG026","EEG028","EEG029","EEG030","EEG048","EEG049","EEG050","EEG051","EEG106","EEG107","EEG126","EEG127"]
n/a	n/a	chan_rank	["EEG125"]
n/a	n/a	comp_manual	["ICA001","ICA005","ICA006","ICA007","ICA008","ICA009","ICA010","ICA011","ICA012","ICA013","ICA014","ICA015","ICA016","ICA017","ICA018","ICA020","ICA022","ICA023","ICA026","ICA027","ICA028","ICA029","ICA030","ICA031","ICA032","ICA033","ICA034","ICA035","ICA036","ICA037","ICA038","ICA039","ICA040","ICA041","ICA042","ICA045","ICA046","ICA047","ICA048","ICA049","ICA050","ICA051","ICA052","ICA053","ICA054","ICA055","ICA056","ICA057","ICA058","ICA059","ICA060","ICA061","ICA062","ICA063","ICA064","ICA065","ICA066","ICA067","ICA068","ICA069","ICA070","ICA071","ICA072","ICA073","ICA074","ICA075","ICA076","ICA077","ICA078","ICA079","ICA080","ICA081","ICA082","ICA083","ICA084","ICA085","ICA086","ICA087","ICA088","ICA089","ICA090","ICA091","ICA092","ICA093","ICA094","ICA095","ICA096","ICA097","ICA098","ICA099","ICA100","ICA101","ICA102","ICA103","ICA104","ICA105","ICA106","ICA107","ICA108","ICA109"]
n/a	n/a	comp_ic_rt	["ICA003","ICA004","ICA007","ICA009","ICA013","ICA019","ICA020","ICA021","ICA023","ICA024","ICA025","ICA026","ICA028","ICA029","ICA031","ICA032","ICA033","ICA034","ICA035","ICA036","ICA037","ICA038","ICA039","ICA040","ICA041","ICA042","ICA043","ICA044","ICA045","ICA046","ICA047","ICA048","ICA049","ICA050","ICA051","ICA052","ICA053","ICA054","ICA055","ICA056","ICA057","ICA058","ICA059","ICA060","ICA061","ICA062","ICA063","ICA064","ICA065","ICA066","ICA067","ICA068","ICA069","ICA070","ICA071","ICA073","ICA074","ICA075","ICA077","ICA078","ICA079","ICA080","ICA081","ICA082","ICA084","ICA085","ICA086","ICA087","ICA088","ICA089","ICA090","ICA091","ICA092","ICA093","ICA094","ICA095","ICA096","ICA097","ICA098","ICA099","ICA100","ICA101","ICA102","ICA103","ICA104","ICA105","ICA106","ICA107","ICA108","ICA109"]
n/a	n/a	comp_brain	["ICA001","ICA002","ICA003","ICA004","ICA019","ICA021","ICA024","ICA025"]
n/a	n/a	comp_muscle	["ICA007","ICA009","ICA012","ICA013","ICA015","ICA016","ICA020","ICA028","ICA029","ICA040","ICA051"]
n/a	n/a	comp_eye	["ICA008"]
n/a	n/a	comp_chan_noise	["ICA005","ICA006","ICA010","ICA011","ICA014","ICA017","ICA018","ICA022","ICA023","ICA026","ICA027","ICA030","ICA031","ICA032","ICA033","ICA034","ICA035","ICA036","ICA037","ICA038","ICA039","ICA041","ICA042","ICA043","ICA044","ICA045","ICA046","ICA047","ICA048","ICA049","ICA050","ICA052","ICA053","ICA054","ICA055","ICA056","ICA057","ICA058","ICA059","ICA060","ICA061","ICA062","ICA063","ICA064","ICA065","ICA066","ICA067","ICA068","ICA069","ICA070","ICA071","ICA072","ICA073","ICA074","ICA075","ICA076","ICA077","ICA078","ICA079","ICA080","ICA081","ICA082","ICA083","ICA084","ICA085","ICA086","ICA087","ICA088","ICA089","ICA090","ICA091","ICA092","ICA093","ICA094","ICA095","ICA096","ICA097","ICA098","ICA099","ICA100","ICA101","ICA102","ICA103","ICA104","ICA105","ICA106","ICA107","ICA108","ICA109"]
0.0019531	21.2695	manual	n/a
