onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	failed stop	1	1	0.27	50	0.446	1	0
3.0	1.5	go	0	0	0.0	49	0.503	1	0
6.0	1.5	go	0	1	0.0	50	0.366	1	0
8.5	1.5	go	0	0	0.0	49	0.434	1	0
11.0	1.5	successful stop	1	1	0.23	0	0.0	0	1
14.0	1.5	go	0	0	0.0	49	0.469	1	0
16.125	1.5	go	0	0	0.0	49	0.472	1	0
18.625	1.5	go	0	1	0.0	50	0.483	1	0
20.625	1.5	go	0	1	0.0	50	0.499	1	0
22.75	1.5	go	0	0	0.0	49	0.494	1	0
25.0	1.5	go	0	0	0.0	49	0.459	1	0
27.75	1.5	successful stop	1	1	0.23	0	0.0	0	1
30.625	1.5	junk	0	1	0.0	49	0.593	0	0
32.75	1.5	failed stop	1	1	0.27	50	0.596	1	0
35.0	1.5	go	0	0	0.0	49	0.498	1	0
38.0	1.5	go	0	0	0.0	49	0.545	1	0
41.5	1.5	successful stop	1	0	0.35	0	0.0	0	1
43.625	1.5	go	0	0	0.0	49	0.463	1	0
45.625	1.5	go	0	1	0.0	50	0.463	1	0
48.625	1.5	go	0	1	0.0	50	0.494	1	0
51.625	1.5	go	0	0	0.0	49	0.502	1	0
53.75	1.5	successful stop	1	0	0.31	0	0.0	0	1
55.75	1.5	go	0	1	0.0	50	0.464	1	0
58.5	1.5	junk	0	1	0.0	49	0.498	0	0
61.625	1.5	go	0	0	0.0	49	0.612	1	0
64.5	1.5	failed stop	1	0	0.31	49	0.457	1	0
69.125	1.5	go	0	1	0.0	50	0.487	1	0
71.5	1.5	go	0	1	0.0	50	0.448	1	0
73.75	1.5	go	0	0	0.0	49	0.462	1	0
76.125	1.5	go	0	1	0.0	50	0.526	1	0
78.875	1.5	go	0	1	0.0	50	0.415	1	0
81.0	1.5	successful stop	1	0	0.23	0	0.0	0	1
83.375	1.5	go	0	0	0.0	49	0.491	1	0
86.375	1.5	go	0	0	0.0	49	0.522	1	0
90.5	1.5	successful stop	1	1	0.27	0	0.0	0	1
93.625	1.5	go	0	1	0.0	50	0.679	1	0
95.875	1.5	go	0	0	0.0	49	0.477	1	0
98.0	1.5	go	0	0	0.0	49	0.391	1	0
100.375	1.5	go	0	1	0.0	50	0.36	1	0
103.625	1.5	successful stop	1	1	0.23	0	0.0	0	1
106.625	1.5	go	0	1	0.0	50	0.541	1	0
108.875	1.5	failed stop	1	1	0.35	50	0.475	1	0
111.75	1.5	go	0	0	0.0	49	0.439	1	0
114.0	1.5	go	0	0	0.0	49	0.501	1	0
116.125	1.5	go	0	0	0.0	49	0.431	1	0
121.125	1.5	go	0	0	0.0	49	0.598	1	0
123.125	1.5	go	0	1	0.0	50	0.43	1	0
125.125	1.5	failed stop	1	1	0.35	50	0.47	1	0
127.125	1.5	go	0	1	0.0	50	0.557	1	0
129.125	1.5	go	0	1	0.0	50	0.469	1	0
132.125	1.5	go	0	0	0.0	49	0.445	1	0
135.5	1.5	successful stop	1	0	0.31	0	0.0	0	1
138.25	1.5	successful stop	1	0	0.23	0	0.0	0	1
141.75	1.5	go	0	1	0.0	50	0.458	1	0
143.875	1.5	go	0	1	0.0	50	0.389	1	0
146.5	1.5	go	0	0	0.0	49	0.379	1	0
150.625	1.5	go	0	1	0.0	50	0.549	1	0
152.75	1.5	go	0	1	0.0	50	0.456	1	0
155.875	1.5	go	0	0	0.0	49	0.562	1	0
159.125	1.5	successful stop	1	0	0.35	0	0.0	0	1
163.0	1.5	successful stop	1	0	0.23	0	0.0	0	1
165.5	1.5	go	0	0	0.0	49	0.472	1	0
168.0	1.5	go	0	1	0.0	50	0.379	1	0
170.75	1.5	go	0	1	0.0	50	0.381	1	0
174.25	1.5	go	0	0	0.0	49	0.384	1	0
179.25	1.5	go	0	0	0.0	49	0.616	1	0
181.375	1.5	go	0	1	0.0	50	0.322	1	0
183.625	1.5	failed stop	1	1	0.27	49	0.408	0	0
185.75	1.5	go	0	0	0.0	49	0.355	1	0
187.75	1.5	go	0	1	0.0	50	0.378	1	0
190.625	1.5	go	0	0	0.0	49	0.503	1	0
192.625	1.5	failed stop	1	1	0.31	50	0.407	1	0
195.5	1.5	go	0	0	0.0	49	0.355	1	0
198.875	1.5	go	0	1	0.0	50	0.403	1	0
201.125	1.5	failed stop	1	1	0.35	50	0.441	1	0
204.125	1.5	go	0	0	0.0	49	0.401	1	0
206.25	1.5	go	0	0	0.0	49	0.411	1	0
208.5	1.5	go	0	0	0.0	49	0.449	1	0
210.75	1.5	go	0	1	0.0	50	0.366	1	0
213.25	1.5	successful stop	1	1	0.27	0	0.0	0	1
216.5	1.5	go	0	1	0.0	50	0.567	1	0
221.5	1.5	go	0	1	0.0	50	0.447	1	0
225.25	1.5	failed stop	1	0	0.35	49	0.488	1	0
228.0	1.5	go	0	0	0.0	49	0.418	1	0
231.25	1.5	go	0	0	0.0	49	0.423	1	0
234.875	1.5	go	0	1	0.0	50	0.357	1	0
239.875	1.5	successful stop	1	0	0.31	0	0.0	0	1
245.125	1.5	go	0	1	0.0	50	0.618	1	0
247.875	1.5	go	0	1	0.0	50	0.443	1	0
250.25	1.5	go	0	0	0.0	49	0.508	1	0
252.875	1.5	go	0	1	0.0	50	0.466	1	0
256.25	1.5	failed stop	1	0	0.35	49	0.427	1	0
258.25	1.5	successful stop	1	0	0.31	0	0.0	0	1
262.0	1.5	go	0	0	0.0	49	0.628	1	0
265.5	1.5	go	0	1	0.0	50	0.295	1	0
268.75	1.5	go	0	1	0.0	50	0.405	1	0
270.875	1.5	go	0	1	0.0	50	0.392	1	0
272.875	1.5	go	0	0	0.0	49	0.439	1	0
275.625	1.5	junk	0	0	0.0	50	0.489	0	0
278.75	1.5	successful stop	1	1	0.27	0	0.0	0	1
281.625	1.5	failed stop	1	1	0.35	50	0.392	1	0
286.625	1.5	go	0	0	0.0	49	0.423	1	0
288.875	1.5	go	0	1	0.0	50	0.444	1	0
291.125	1.5	go	0	0	0.0	49	0.682	1	0
293.125	1.5	go	0	0	0.0	49	0.434	1	0
296.625	1.5	go	0	0	0.0	49	0.349	1	0
299.0	1.5	successful stop	1	1	0.23	0	0.0	0	1
302.625	1.5	go	0	1	0.0	50	0.5	1	0
305.0	1.5	go	0	0	0.0	49	0.477	1	0
309.625	1.5	go	0	0	0.0	49	0.451	1	0
311.875	1.5	successful stop	1	1	0.27	0	0.0	0	1
314.5	1.5	go	0	1	0.0	50	0.423	1	0
317.375	1.5	go	0	1	0.0	50	0.452	1	0
319.375	1.5	go	0	0	0.0	49	0.451	1	0
